,AGE,GENDER,DOMAIN,PHD,YEARSEXP,UNIVERSITY,UOC_POSITION,OTHER_POSITION,OTHERSTATUS,USERWIKI,PU1,PU2,PU3,PEU1,PEU2,PEU3,ENJ1,ENJ2,QU1,QU2,QU3,QU4,QU5,VIS1,VIS2,VIS3,IM1,IM2,IM3,SA1,SA2,SA3,USE1,USE2,USE3,USE4,USE5,PF1,PF2,PF3,JR1,JR2,BI1,BI2,INC1,INC2,INC3,INC4,EXP1,EXP2,EXP3,EXP4,EXP5
429,33,0,1.0,0,3.0,1,6.0,2.0,,0.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0
430,33,0,5.0,1,10.0,1,6.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
431,33,0,3.0,0,5.0,1,6.0,1.0,7.0,0.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,1.0,1.0,2.0,2.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,5.0,5.0,3.0,2.0,3.0,2.0,4.0,5.0,3.0,4.0,5.0,1.0,2.0
432,58,0,4.0,1,30.0,1,6.0,1.0,2.0,0.0,3.0,2.0,3.0,4.0,4.0,5.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,1.0,1.0
434,38,0,4.0,0,3.0,1,6.0,2.0,,0.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,1.0,4.0
435,36,0,1.0,0,3.0,1,6.0,2.0,,0.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,1.0,4.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,5.0,2.0,5.0
436,45,0,4.0,0,1.0,1,6.0,2.0,,0.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,1.0,1.0
437,42,0,1.0,1,10.0,1,6.0,2.0,,0.0,3.0,3.0,3.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,4.0,3.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,1.0,3.0
438,42,0,6.0,0,8.0,1,6.0,1.0,7.0,0.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0
441,42,0,5.0,1,16.0,1,6.0,1.0,2.0,0.0,2.0,3.0,4.0,5.0,3.0,,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,,2.0,1.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,1.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,1.0,2.0
442,44,0,1.0,0,3.0,1,6.0,2.0,,1.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0
443,36,0,1.0,0,3.0,1,6.0,2.0,,0.0,4.0,3.0,3.0,5.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,5.0,5.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,1.0,3.0
445,57,0,6.0,1,25.0,1,6.0,1.0,2.0,0.0,2.0,2.0,2.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,,3.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0
446,49,0,6.0,1,5.0,1,6.0,2.0,,0.0,2.0,2.0,3.0,5.0,3.0,,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,1.0,,3.0,,5.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,5.0,3.0,3.0,3.0,,1.0,2.0,3.0,1.0,3.0,5.0,3.0,3.0,3.0,1.0,1.0
447,30,0,4.0,0,1.0,1,6.0,2.0,,0.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,5.0,2.0,4.0,4.0,2.0,1.0,1.0,3.0,1.0,4.0,2.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,5.0,2.0,5.0,2.0,4.0,4.0,2.0,1.0
448,50,0,6.0,0,9.0,1,6.0,1.0,7.0,1.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,3.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0
449,29,0,6.0,0,2.0,1,6.0,2.0,,0.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0,3.0,3.0,1.0,2.0,2.0,2.0,5.0,5.0,5.0,2.0,1.0,1.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,1.0
450,38,0,6.0,0,7.0,1,6.0,1.0,7.0,0.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,5.0,,3.0,3.0,5.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0
451,38,0,5.0,1,15.0,1,6.0,1.0,2.0,0.0,3.0,3.0,4.0,4.0,4.0,,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,,1.0,3.0,2.0,3.0,3.0,3.0,4.0,,,4.0,3.0,4.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,1.0,
452,50,0,6.0,1,13.0,1,6.0,2.0,,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
454,50,0,6.0,1,10.0,1,6.0,1.0,4.0,0.0,1.0,1.0,2.0,2.0,5.0,5.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0
455,47,0,4.0,0,2.0,1,6.0,2.0,,1.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,2.0,5.0,5.0,4.0,3.0,3.0,2.0,5.0,5.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,5.0,2.0,3.0
456,34,0,6.0,0,4.0,1,6.0,2.0,,0.0,3.0,2.0,4.0,5.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,3.0,4.0,5.0,4.0,5.0,2.0,1.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,5.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,2.0
458,28,0,4.0,0,2.0,1,6.0,2.0,,0.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,1.0,1.0,3.0,3.0,4.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0
459,35,0,6.0,1,7.0,1,6.0,1.0,3.0,0.0,2.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,4.0,4.0,2.0,5.0,5.0,5.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,1.0,1.0
460,57,0,4.0,0,3.0,1,6.0,2.0,,0.0,2.0,2.0,2.0,5.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0
461,44,0,6.0,1,14.0,1,6.0,1.0,7.0,0.0,3.0,3.0,3.0,4.0,3.0,,4.0,3.0,3.0,3.0,3.0,2.0,,1.0,,2.0,1.0,3.0,3.0,5.0,5.0,5.0,2.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0
463,35,0,6.0,0,3.0,1,6.0,2.0,,0.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,5.0,5.0,5.0,1.0,2.0,3.0,,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0
464,46,0,5.0,1,5.0,1,6.0,1.0,7.0,0.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,5.0,5.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,2.0,2.0,3.0
465,39,0,4.0,0,3.0,1,6.0,2.0,,1.0,3.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,3.0,3.0,3.0,5.0,3.0,,3.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,2.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,1.0,5.0
466,36,0,4.0,0,5.0,1,6.0,2.0,,0.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0
469,37,0,1.0,1,4.0,1,6.0,2.0,,0.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,4.0,1.0,5.0,4.0,5.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,4.0,4.0,2.0,3.0,2.0
470,26,0,4.0,0,3.0,1,6.0,2.0,,0.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,2.0,5.0
471,40,0,6.0,0,3.0,1,6.0,2.0,,0.0,2.0,2.0,2.0,4.0,4.0,,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,,4.0,4.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0
472,29,0,6.0,0,3.0,1,6.0,2.0,,0.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,1.0,5.0,4.0,4.0,3.0,4.0,1.0,1.0,1.0,4.0,4.0,5.0,1.0,1.0
473,51,0,1.0,0,8.0,1,6.0,2.0,,0.0,3.0,4.0,5.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,2.0,4.0
474,33,0,5.0,1,3.0,1,6.0,1.0,4.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
475,34,0,6.0,0,3.0,1,6.0,1.0,7.0,0.0,2.0,1.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,4.0,1.0,1.0
476,32,0,6.0,1,6.0,1,6.0,1.0,3.0,0.0,,2.0,4.0,5.0,4.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,5.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,3.0,4.0,3.0,1.0,1.0
478,51,0,5.0,1,15.0,1,6.0,2.0,,1.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,5.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0
479,41,0,2.0,1,16.0,1,6.0,1.0,2.0,0.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,2.0,1.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,2.0,4.0,4.0,5.0,1.0,3.0,3.0,2.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,1.0,2.0
480,48,0,6.0,0,15.0,1,6.0,1.0,7.0,0.0,1.0,1.0,2.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,1.0,3.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0
481,45,0,5.0,1,19.0,1,6.0,2.0,,0.0,3.0,2.0,2.0,4.0,3.0,3.0,5.0,4.0,3.0,2.0,1.0,5.0,1.0,,,1.0,1.0,5.0,2.0,5.0,5.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,5.0,5.0,2.0,2.0,5.0,5.0,5.0,4.0,1.0,3.0,3.0,1.0,1.0
482,33,0,6.0,1,8.0,1,6.0,1.0,2.0,0.0,3.0,3.0,2.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,1.0,1.0,2.0,1.0,4.0,5.0,5.0,4.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,1.0,1.0
483,40,0,5.0,0,8.0,1,6.0,1.0,6.0,0.0,3.0,3.0,2.0,4.0,5.0,4.0,4.0,5.0,2.0,3.0,1.0,4.0,3.0,3.0,4.0,2.0,1.0,5.0,3.0,5.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0
484,64,0,2.0,1,30.0,1,6.0,2.0,,0.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,1.0,5.0,5.0,4.0,1.0,2.0,3.0,4.0,4.0,4.0,4.0,,,,,4.0,4.0,2.0,1.0,4.0
485,48,0,1.0,0,2.0,1,6.0,2.0,,0.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,1.0,3.0,4.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,2.0
487,32,0,1.0,0,2.0,1,6.0,2.0,,0.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,4.0,4.0,5.0,2.0,2.0,2.0,2.0,,4.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0
488,50,0,6.0,0,3.0,1,6.0,2.0,,0.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,5.0
489,36,0,2.0,0,8.0,1,6.0,2.0,,0.0,3.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,5.0,5.0,4.0,1.0,5.0,2.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,2.0,2.0,2.0,3.0,4.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,1.0,2.0
490,54,0,1.0,0,1.0,1,6.0,2.0,,0.0,4.0,4.0,4.0,4.0,4.0,,4.0,3.0,3.0,,4.0,2.0,3.0,,,2.0,3.0,4.0,4.0,5.0,5.0,5.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,1.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,1.0,3.0
491,35,0,1.0,0,3.0,1,6.0,2.0,,1.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0
492,35,0,1.0,1,6.0,1,6.0,1.0,7.0,0.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,4.0,4.0,4.0,1.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,5.0,4.0,5.0,5.0,1.0,4.0,4.0,5.0,1.0,3.0,1.0,1.0,1.0,5.0,5.0,5.0,3.0,3.0,5.0,4.0,3.0,1.0,1.0,1.0
493,32,0,1.0,0,1.0,1,6.0,1.0,6.0,0.0,4.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,1.0,1.0,3.0,3.0,5.0,2.0,4.0,1.0,3.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0
494,52,0,3.0,0,1.0,1,6.0,2.0,,0.0,4.0,2.0,2.0,5.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0
496,56,0,5.0,1,28.0,1,6.0,1.0,2.0,0.0,2.0,2.0,2.0,4.0,3.0,,4.0,3.0,3.0,3.0,1.0,5.0,2.0,3.0,,1.0,2.0,4.0,2.0,5.0,4.0,5.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,4.0
498,39,0,5.0,1,4.0,1,6.0,1.0,7.0,1.0,3.0,3.0,1.0,5.0,4.0,3.0,5.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0
500,50,0,5.0,0,15.0,1,6.0,1.0,6.0,0.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0
502,33,0,1.0,0,,1,6.0,2.0,,0.0,2.0,3.0,2.0,5.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,1.0,2.0,4.0,3.0,,4.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,5.0,5.0,3.0,2.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0
503,49,0,6.0,1,27.0,1,6.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
504,46,0,6.0,1,20.0,1,6.0,1.0,2.0,0.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,4.0,1.0,4.0,3.0,4.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0
505,49,0,4.0,0,17.0,1,6.0,2.0,,0.0,4.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,3.0,5.0,3.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,5.0
507,50,0,6.0,1,25.0,1,6.0,1.0,1.0,0.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,1.0,1.0
508,52,0,5.0,1,30.0,1,6.0,1.0,2.0,0.0,4.0,4.0,5.0,4.0,4.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,,,1.0,1.0,3.0,1.0,5.0,5.0,4.0,3.0,3.0,5.0,,4.0,1.0,1.0,3.0,1.0,1.0,3.0,4.0,4.0,4.0,1.0,4.0,3.0,4.0,4.0,1.0,1.0
509,52,0,2.0,1,22.0,1,6.0,1.0,2.0,0.0,4.0,,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,5.0,1.0,1.0,3.0,2.0,4.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,5.0,2.0,2.0,2.0,1.0,1.0
510,55,0,1.0,0,12.0,1,6.0,2.0,,1.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,5.0,4.0,5.0,3.0,3.0,3.0,4.0,2.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0
511,58,0,6.0,1,15.0,1,6.0,2.0,,0.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,4.0,2.0,3.0,4.0,1.0,1.0
